grant_matched_words,Identifier,Title,Description,Amount Awarded,Award Date,Planned Dates:Start Date,Recipient Org:Name,Recipient Org:Charity Number,Funding Org:Identifier,Funding Org:Name
databas,360G-blf-A4E_3_010131142,Community information leaflet and database,To provide the local community with accurate information about community activities on offer by compiling a leaflet for distribution to all households.  In addition the group intend to update an existing database of activities and train 4 team members to maintain it - local people will be able to access this.,3350.0,2004-09-14,2004-09-24,Aylsham and District Care Trust,296411,360G-blf,The Big Lottery Fund
technolog,360G-blf-A4E_3_010114064,Cultural Activities,"This Islamic group wants funding to hold cultural activities within the London Areas to celebrate and promote cultural awareness + showcase talents among the people.The group support children who are experiencing difficulties in their learning environments and offer English classes, mathematic and information technology.",1920.0,2004-07-14,2004-07-28,Caribbean Islamic Cultural Society,1040585,360G-blf,The Big Lottery Fund
measur,360G-blf-A4E_3_010122174,Research and evidence,"This group is running additional to curriculum, after school sports and physical activities for the pupils of participating schools. The programme is run by suitably qualified coaches, working in partnership with sports governing bodies and local clubs. They seek funding for to purchase testing equipment to measure the effects of the programme on the physical abilities of the participants. Heavy duty digital scales",5000.0,2004-07-14,2004-07-28,Brent North Youth Sports Pilot Project,1108300,360G-blf,The Big Lottery Fund
technolog,360G-blf-A4E_3_010129630,IT Project,"This groups aim is to improve the quality of life for people that live in the area of Peckham to empower and help themselves to gain skills in using Information Technology, particularly lone parents, young and unemployed people. To provide good quality services and community work practice for the residents of Peckham. They would like to provide a computer suite to provide immediate educational hands on training.",5000.0,2004-09-21,2004-10-06,Wickway Community Centre Association,1051315,360G-blf,The Big Lottery Fund
platform,360G-blf-A4E_3_010128458,Sewing Project,This organisation was set up to provide services & activities to support and empower Asian women in the area of Enfield. this project is to set up and run a sewing class to provide skills and experience to Asian women in Enfield. This will also provide a platform for women with mental health issues to attend regular sessions. Advice & information will also be given to these women who are then expected to disseminate much of this to women in the community who are harder to reach.,5000.0,2004-09-21,2004-10-06,Enfield Saheli,1045236,360G-blf,The Big Lottery Fund
data,360G-blf-A4E_3_010138185,Improved service,"New IT equipment will enable this group to improve communication, produce their own publicity documents, mail contacts using data base and run booking system on line. Generally improving the service they provide for this much used community facility.",4079.0,2004-11-11,2004-11-19,Uttlesford Community Travel,1072529,360G-blf,The Big Lottery Fund
digit engag,360G-MasonicCharitableFdn-LG000035,Digital Engagement Co-Ordinator ,Funding towards role of Digital Engagement Co-ordinator to promote British Sign Language videos for Deaf people.,60000.0,2016-10-19,,British Deaf Association,1031687,GB-CHC-1164703,Masonic Charitable Foundation
databas,360G-blf-A4E_3_010140600,Computer equipment,"A project to develop the facilities this centre offers the local community of Cannock. The grant will pay for office equipment, database, computer, cooker, 3 high chairs, cabinet and computer desk.",4600.0,2005-01-04,2005-02-23,Avon Business & Leisure Limited,1114478,360G-blf,The Big Lottery Fund
data,360G-blf-0030032028,Collating research and updating website,"This group promotes study and encourages education in Natural History, along with supporting conservation of wildlife, through research, educational publications and interactive project initiatives. The group will research and produce a book based on the study of climate, which will look at data obtained from British Naturalist Association surveys from the last 100 years. The group will also update its website, improving the services available and accessibility.",4500.0,2004-11-12,2004-11-30,British Naturalists' Association,296551,360G-blf,The Big Lottery Fund
map,360G-blf-A4E_3_010132997,Installation of a parish footpath map,This local group will commission a Parish Footpath map which will show paths and bridle ways. It will include pictures and details of places of interest and will be erected as part of a national initiative to set up a project that will benefit the local community.  Residents and visitors alike will be able to use this new sign to explore the local area.,500.0,2004-10-15,2004-11-08,St Mary's Platt Women's Institute,228183,360G-blf,The Big Lottery Fund
data,360G-blf-A4E_3_010140787,Recording conference,This previously funded group collect and collate accurate biodiversity information for Cheshire and raise the awareness of the communities to the biodiversity of the area. With a grant it will pay for a recording conference. A suitable location for a day event with workshops will be provided. It will encourage members of the communities in Cheshire to participate in the appreciation of their natural surroundings and provide the data to record.,3743.0,2004-12-20,2005-02-23,"Record, the Biodiversity Information System",1095859,360G-blf,The Big Lottery Fund
databas,360G-blf-A4E_3_010132927,Creation of an Interactive database system for unwell persons,"A project to develop a website and interactive database, where people suffering from sickle cell anaemia and thalassaemia across the UK can access information relevant to their illness. The grant will pay for development & implementation of the database, including consultancy fees and materials.",5000.0,2004-10-05,2004-10-12,Sickle Cell & Thalassaemia Community Project,1090176,360G-blf,The Big Lottery Fund
technolog,360G-blf-A4E_3_010134322,Regeneration programme,"This group encourage residents to become active in their community and will include young people by using arts, craft media, music and technology, as a means of communication and allowing young people to play an active part in the consultation process. This project will involve young people who, at present, feel they are excluded from taking an active part in the regeneration process.",4900.0,2004-10-21,2004-11-12,BNENC,1071374,360G-blf,The Big Lottery Fund
